Service Id,Multi-Tenancy model,Automated Provisioning,Single Sign On,Subscription Based Billing,High Availability,Elastic Infrastructure,Data Security,Application Security,Rate Limiting/QoS,Audit,Security,Scalability,Ease Of Use,Latency,Score
Service_ID : 1995,705,Low,No,Low,Medium,Strongly Agree,Medium,Low,29,Medium,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 1996,428,Medium,No,Medium,High,Strongly Disagree,High,Medium,43,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 1997,300,Low,No,Low,Low,Strongly Disagree,Medium,High,67,Medium,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 1998,324,Low,Yes,Low,High,Neutral,High,Medium,71,Medium,High,Medium,Disagree,Low,70.3125
Service_ID : 1999,626,Medium,Yes,Low,Low,Strongly Disagree,Medium,High,83,High,High,High,Disagree,High,62.5
Service_ID : 2000,899,Low,Yes,High,Medium,Agree,Medium,High,49,High,High,High,Strongly Agree,Low,93.75
Service_ID : 2001,755,Medium,Yes,High,High,Disagree,Medium,Medium,24,Medium,Medium,Medium,Strongly Agree,Low,81.25
Service_ID : 2002,700,Low,Yes,High,Low,Strongly Agree,Low,High,66,High,Low,High,Agree,Low,71.875
Service_ID : 2003,150,High,No,Medium,High,Neutral,Low,Low,97,Low,Low,Low,Neutral,Low,56.25
Service_ID : 2004,619,Low,No,Low,High,Strongly Disagree,Medium,Medium,38,Low,Medium,Medium,Strongly Disagree,Very High,37.5
Service_ID : 2005,886,Medium,No,Medium,High,Disagree,Low,High,74,High,Low,High,Agree,Medium,65.625
Service_ID : 2006,387,Low,Yes,Medium,Low,Strongly Agree,High,Low,51,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 2007,401,High,Yes,High,Medium,Agree,Low,High,16,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 2008,558,High,Yes,Low,Low,Strongly Disagree,Medium,Low,100,High,Low,High,Disagree,High,46.875
Service_ID : 2009,323,Low,No,High,High,Agree,Medium,High,12,High,High,Low,Agree,Medium,71.875
Service_ID : 2010,228,High,No,High,Low,Strongly Agree,Medium,Low,65,Medium,Low,Low,Agree,Low,62.5
Service_ID : 2011,710,Low,No,High,Low,Strongly Disagree,Medium,Low,66,Medium,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 2012,550,High,Yes,High,Low,Strongly Disagree,Low,High,52,High,Low,Medium,Agree,Low,67.1875
Service_ID : 2013,257,Medium,Yes,Medium,Medium,Neutral,High,Low,71,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 2014,111,Medium,Yes,High,High,Strongly Agree,Medium,Medium,35,Medium,Medium,Low,Strongly Agree,Very Low,82.8125
Service_ID : 2015,477,Medium,No,High,Medium,Neutral,Low,Medium,20,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 2016,496,Medium,Yes,High,Low,Strongly Disagree,Medium,High,24,Medium,High,Low,Disagree,High,53.125
Service_ID : 2017,177,High,No,High,High,Agree,Medium,Medium,55,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 2018,128,High,Yes,High,High,Neutral,Medium,Low,41,Low,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 2019,552,High,No,High,Low,Strongly Disagree,Medium,High,42,Medium,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 2020,437,High,No,Medium,Medium,Neutral,Medium,High,23,Low,High,Low,Neutral,Medium,65.625
Service_ID : 2021,566,Medium,Yes,Low,Medium,Agree,High,Low,8,Medium,Low,Low,Agree,High,50.0
Service_ID : 2022,385,Medium,Yes,Low,Low,Strongly Agree,Low,Low,50,High,Low,Medium,Agree,Low,67.1875
Service_ID : 2023,298,Low,No,Low,Medium,Neutral,High,Medium,45,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2024,32,Medium,Yes,High,Medium,Strongly Disagree,High,High,98,Medium,High,Low,Agree,Low,78.125
Service_ID : 2025,743,Medium,No,High,Low,Neutral,Medium,Low,57,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 2026,682,High,No,Low,Medium,Neutral,Low,Medium,45,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2027,129,High,Yes,High,Low,Strongly Agree,High,High,19,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 2028,51,Medium,No,High,Low,Disagree,High,Medium,60,High,High,Low,Neutral,Medium,65.625
Service_ID : 2029,625,High,Yes,Medium,Medium,Strongly Agree,Medium,Low,16,Low,Low,Low,Agree,Low,62.5
Service_ID : 2030,398,Low,Yes,High,Medium,Strongly Agree,High,Medium,23,Low,High,Low,Agree,Low,78.125
Service_ID : 2031,174,High,Yes,High,High,Agree,Medium,Low,39,Medium,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 2032,831,High,Yes,Low,Low,Agree,Low,Low,95,High,Low,High,Agree,Low,71.875
Service_ID : 2033,148,High,No,Low,Low,Agree,Low,Low,16,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 2034,353,High,No,Medium,Medium,Disagree,Low,Low,65,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2035,354,High,No,Medium,Medium,Strongly Agree,Medium,High,70,High,High,Medium,Agree,Low,82.8125
Service_ID : 2036,594,Medium,No,High,Low,Neutral,Low,Low,36,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2037,679,Low,No,Medium,Medium,Strongly Disagree,High,High,55,Low,High,High,Strongly Disagree,Very High,50.0
Service_ID : 2038,732,Medium,No,Low,High,Neutral,High,High,20,High,High,Low,Neutral,Medium,65.625
Service_ID : 2039,961,Medium,No,Medium,Medium,Strongly Agree,Low,Medium,91,Low,Low,High,Neutral,Low,65.625
Service_ID : 2040,644,Low,Yes,Medium,Medium,Agree,Medium,High,9,Medium,High,Low,Agree,High,65.625
Service_ID : 2041,437,High,Yes,Medium,Medium,Neutral,High,Medium,88,Medium,High,High,Strongly Agree,Very Low,100.0
Service_ID : 2042,75,High,No,High,Medium,Strongly Agree,High,Medium,90,Medium,High,Low,Agree,Low,78.125
Service_ID : 2043,994,High,Yes,Medium,Low,Disagree,Low,High,20,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 2044,306,High,Yes,High,Medium,Disagree,High,Medium,84,Medium,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 2045,317,Medium,No,Medium,High,Disagree,High,High,88,High,High,Medium,Agree,Medium,76.5625
Service_ID : 2046,903,Low,Yes,Low,High,Strongly Agree,Medium,Low,66,Low,Low,High,Disagree,Low,59.375
Service_ID : 2047,298,Low,No,Low,High,Disagree,Medium,High,27,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2048,541,Low,No,High,Medium,Strongly Disagree,High,Low,33,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 2049,598,High,Yes,Low,High,Agree,High,Low,64,Low,Low,High,Agree,Low,71.875
Service_ID : 2050,477,High,No,Medium,Medium,Strongly Agree,Low,Medium,23,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 2051,194,Low,No,Medium,High,Disagree,Low,High,68,High,Low,Low,Neutral,Medium,50.0
Service_ID : 2052,302,Medium,No,Medium,High,Agree,Low,High,25,High,Low,Low,Agree,Medium,56.25
Service_ID : 2053,360,High,No,Medium,Low,Disagree,High,Low,33,High,Low,Low,Neutral,Medium,50.0
Service_ID : 2054,513,High,Yes,High,Low,Disagree,High,Medium,6,Medium,High,Low,Agree,High,65.625
Service_ID : 2055,593,Low,Yes,Medium,Low,Neutral,Low,Low,95,Medium,Low,High,Disagree,Low,59.375
Service_ID : 2056,409,High,No,Low,Medium,Strongly Disagree,High,Low,88,Medium,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 2057,343,Low,Yes,High,High,Strongly Agree,High,Medium,24,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 2058,838,High,Yes,High,Medium,Disagree,High,Low,86,Low,Low,High,Agree,Very Low,78.125
Service_ID : 2059,822,High,Yes,Medium,High,Strongly Disagree,Low,Medium,68,High,Low,High,Agree,Low,71.875
Service_ID : 2060,69,High,Yes,Low,Medium,Agree,Medium,Low,100,Medium,Low,Low,Agree,Low,62.5
Service_ID : 2061,694,High,No,Medium,High,Strongly Agree,Medium,Medium,45,Medium,Medium,Medium,Agree,Low,75.0
Service_ID : 2062,553,Low,Yes,High,High,Strongly Disagree,Low,High,34,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 2063,614,High,Yes,High,High,Strongly Disagree,Low,Low,75,High,Low,High,Strongly Agree,Low,78.125
Service_ID : 2064,838,Medium,No,Low,High,Strongly Agree,Medium,Low,34,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2065,202,Medium,Yes,Medium,Medium,Disagree,Medium,Medium,95,High,Medium,Medium,Agree,Low,75.0
Service_ID : 2066,190,High,Yes,Medium,Low,Strongly Agree,Low,Low,74,Medium,Low,Low,Agree,Low,62.5
Service_ID : 2067,460,Medium,Yes,Low,Low,Agree,Medium,High,93,High,High,High,Agree,Low,87.5
Service_ID : 2068,392,Medium,No,High,Medium,Neutral,Low,Medium,85,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 2069,518,Low,No,Medium,Medium,Strongly Agree,High,High,22,Low,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 2070,929,Medium,Yes,Medium,Medium,Agree,Medium,Medium,22,Low,Medium,Medium,Agree,Low,75.0
Service_ID : 2071,979,Medium,No,High,Medium,Neutral,Low,Medium,24,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2072,857,High,Yes,Low,Low,Agree,High,Low,56,High,Low,High,Agree,Low,71.875
Service_ID : 2073,426,Low,Yes,Low,Medium,Disagree,Medium,High,14,High,High,Low,Disagree,High,53.125
Service_ID : 2074,163,Medium,No,High,Medium,Strongly Disagree,Medium,Low,19,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 2075,649,Medium,Yes,Low,High,Neutral,Low,Low,45,High,Low,Medium,Agree,Low,67.1875
Service_ID : 2076,683,Low,Yes,High,Medium,Agree,Low,Medium,29,High,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 2077,705,High,Yes,High,Medium,Agree,Medium,High,14,Medium,High,Low,Strongly Agree,Low,84.375
Service_ID : 2078,916,Low,Yes,High,Low,Neutral,Low,High,39,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 2079,229,Medium,No,High,Low,Strongly Agree,Medium,Medium,19,Medium,Medium,Low,Neutral,Medium,57.8125
Service_ID : 2080,560,Low,No,High,Medium,Agree,Low,Medium,15,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 2081,936,Medium,No,High,Medium,Disagree,Low,Medium,93,High,Low,High,Agree,Medium,65.625
Service_ID : 2082,909,Medium,Yes,High,Medium,Disagree,Low,High,17,Low,Low,Low,Agree,Low,62.5
Service_ID : 2083,421,Medium,Yes,Medium,High,Strongly Agree,Low,Low,88,Low,Low,High,Agree,Very Low,78.125
Service_ID : 2084,594,High,No,Low,Low,Neutral,Medium,Low,82,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 2085,501,High,No,Low,Low,Agree,High,High,18,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 2086,772,Low,No,High,Low,Disagree,Low,High,82,High,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 2087,909,Low,No,Low,High,Strongly Disagree,High,Medium,29,Medium,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 2088,985,High,Yes,High,High,Neutral,High,Low,49,Low,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 2089,288,High,Yes,High,High,Agree,Medium,High,84,High,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 2090,543,High,Yes,High,Low,Strongly Disagree,Medium,Medium,19,Medium,Medium,Low,Disagree,High,45.3125
Service_ID : 2091,2,Low,No,Low,High,Neutral,Medium,Medium,98,High,Medium,Low,Neutral,Medium,57.8125
Service_ID : 2092,370,High,No,Medium,Medium,Neutral,Medium,Medium,14,Medium,Medium,Low,Agree,Medium,64.0625
Service_ID : 2093,601,Low,Yes,Medium,Medium,Strongly Disagree,Low,Medium,77,High,Low,High,Disagree,High,46.875
Service_ID : 2094,825,High,Yes,High,High,Neutral,High,Low,19,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 2095,962,Low,Yes,Medium,Low,Strongly Agree,High,Low,98,Medium,Low,High,Disagree,Low,59.375
Service_ID : 2096,892,Medium,No,High,Medium,Agree,High,High,7,Low,High,Low,Neutral,Medium,65.625
Service_ID : 2097,173,High,Yes,Low,Low,Strongly Disagree,Low,High,73,Low,Low,Low,Disagree,High,37.5
Service_ID : 2098,430,Low,Yes,Low,Medium,Agree,Low,Low,35,Low,Low,Low,Disagree,High,37.5
Service_ID : 2099,807,High,Yes,Medium,Low,Disagree,High,High,55,Low,High,High,Disagree,Low,75.0
Service_ID : 2100,591,Medium,No,Low,Low,Strongly Disagree,High,Medium,68,Low,High,High,Strongly Disagree,Very High,50.0
Service_ID : 2101,632,Medium,No,Low,Medium,Strongly Disagree,High,High,98,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 2102,851,Medium,Yes,Low,Low,Agree,Medium,High,56,Low,High,High,Disagree,Low,75.0
Service_ID : 2103,545,Medium,Yes,Low,Medium,Strongly Disagree,High,Low,51,High,Low,Medium,Disagree,High,42.1875
Service_ID : 2104,453,High,Yes,Medium,High,Agree,High,Low,84,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 2105,935,Low,No,Medium,Medium,Strongly Agree,Medium,High,24,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 2106,754,High,Yes,High,Medium,Strongly Disagree,High,High,40,Low,High,Medium,Disagree,Low,70.3125
Service_ID : 2107,116,High,No,High,Low,Agree,High,High,79,Medium,High,Low,Agree,Low,78.125
Service_ID : 2108,132,Medium,Yes,Medium,Low,Agree,High,High,98,High,High,Low,Agree,Low,78.125
Service_ID : 2109,964,Medium,Yes,High,Medium,Disagree,Low,High,88,High,Low,High,Strongly Agree,Low,78.125
Service_ID : 2110,244,Medium,Yes,High,Low,Disagree,Low,Medium,30,Medium,Low,Low,Agree,Low,62.5
Service_ID : 2111,129,Low,No,High,Low,Strongly Agree,Low,High,63,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 2112,74,High,Yes,High,High,Disagree,Medium,High,35,Low,High,Low,Agree,Low,78.125
Service_ID : 2113,556,Medium,No,High,Low,Strongly Disagree,Medium,Medium,48,Low,Medium,Medium,Strongly Disagree,Very High,37.5
Service_ID : 2114,739,Medium,Yes,Medium,High,Strongly Disagree,High,Low,31,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 2115,261,Low,No,High,Medium,Strongly Disagree,Medium,High,43,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2116,650,Medium,Yes,Medium,Medium,Neutral,High,Medium,71,High,High,High,Strongly Agree,Low,93.75
Service_ID : 2117,307,Low,No,Low,Low,Disagree,Medium,Medium,91,Medium,Medium,Medium,Strongly Disagree,Very High,37.5
Service_ID : 2118,743,Low,No,Low,High,Strongly Disagree,Low,Low,34,Medium,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 2119,570,Low,No,Medium,Low,Neutral,Medium,Medium,10,High,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 2120,173,Medium,No,High,Medium,Strongly Agree,Medium,High,39,Low,High,Low,Neutral,Medium,65.625
Service_ID : 2121,651,High,No,High,High,Strongly Disagree,Low,High,71,Low,Low,High,Neutral,Medium,59.375
Service_ID : 2122,946,Low,Yes,Medium,Medium,Strongly Disagree,Low,Medium,70,Medium,Low,High,Disagree,High,46.875
Service_ID : 2123,526,High,Yes,Medium,High,Agree,Low,Medium,86,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 2124,805,High,Yes,Low,High,Neutral,Low,Low,17,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 2125,588,High,No,High,High,Agree,High,Medium,66,High,High,High,Agree,Low,87.5
Service_ID : 2126,524,Medium,No,High,Low,Disagree,Low,Medium,74,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 2127,91,Low,Yes,Low,High,Disagree,Medium,Medium,14,High,Medium,Low,Disagree,High,45.3125
Service_ID : 2128,598,High,Yes,Low,High,Neutral,Low,Medium,77,Low,Low,High,Agree,Low,71.875
Service_ID : 2129,672,Low,Yes,Low,Medium,Strongly Disagree,High,Low,22,High,Low,Low,Disagree,High,37.5
Service_ID : 2130,310,Low,No,Low,High,Agree,High,Medium,25,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 2131,876,Medium,No,Medium,High,Strongly Disagree,High,Medium,8,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 2132,577,Medium,No,Low,Low,Strongly Disagree,High,High,23,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2133,338,High,No,Low,Low,Disagree,Low,Low,42,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 2134,173,Medium,No,High,Low,Disagree,Medium,Low,37,High,Low,Low,Neutral,Medium,50.0
Service_ID : 2135,542,High,No,Low,Low,Neutral,High,Low,52,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2136,983,Low,No,High,Low,Strongly Agree,High,High,76,High,High,High,Neutral,Medium,75.0
Service_ID : 2137,459,Low,Yes,High,High,Neutral,High,Low,19,Low,Low,Low,Agree,Low,62.5
Service_ID : 2138,247,Medium,No,Medium,Medium,Disagree,Medium,High,32,Low,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 2139,284,High,No,High,High,Strongly Agree,Medium,Medium,50,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 2140,274,High,No,Medium,Medium,Neutral,Medium,High,64,Low,High,Medium,Neutral,Medium,70.3125
Service_ID : 2141,241,Low,No,Low,Low,Agree,Medium,High,20,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2142,477,High,No,Medium,Medium,Agree,Low,Low,71,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 2143,514,High,Yes,Medium,High,Strongly Disagree,Low,Low,14,Medium,Low,Low,Agree,High,50.0
Service_ID : 2144,570,Low,No,Medium,High,Strongly Agree,High,Low,73,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 2145,996,Medium,Yes,Medium,High,Agree,Medium,Medium,37,Low,Medium,High,Agree,Low,79.6875
Service_ID : 2146,227,Medium,No,Medium,Low,Strongly Agree,Low,High,3,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 2147,126,Low,No,High,Medium,Agree,Low,Low,26,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 2148,984,Medium,Yes,Low,Low,Agree,Low,Low,68,Medium,Low,High,Disagree,Low,59.375
Service_ID : 2149,168,Low,No,Medium,Low,Strongly Agree,Low,Low,90,Medium,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 2150,263,Low,No,Medium,Medium,Strongly Disagree,High,High,43,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2151,301,High,No,High,Medium,Strongly Agree,Medium,Medium,8,Medium,Medium,Low,Agree,Medium,64.0625
Service_ID : 2152,507,Medium,Yes,Low,Low,Strongly Agree,High,Low,54,High,Low,Medium,Agree,Low,67.1875
Service_ID : 2153,83,Medium,No,Low,Low,Strongly Agree,Low,Low,44,Medium,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 2154,959,Low,Yes,Low,High,Neutral,Low,Medium,14,Low,Low,Low,Disagree,High,37.5
Service_ID : 2155,363,High,Yes,Medium,Low,Neutral,High,Medium,14,Low,High,Low,Disagree,High,53.125
Service_ID : 2156,64,Low,No,Low,High,Strongly Agree,Low,High,68,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 2157,727,Medium,No,High,Medium,Strongly Disagree,Medium,High,3,High,High,Low,Neutral,Very High,53.125
Service_ID : 2158,781,High,Yes,Medium,Low,Strongly Disagree,Medium,High,74,High,High,High,Disagree,Low,75.0
Service_ID : 2159,438,Medium,No,Medium,Medium,Neutral,Medium,Low,51,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 2160,602,High,Yes,High,High,Strongly Agree,Medium,Low,44,Low,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 2161,202,High,No,Low,Medium,Neutral,Low,Low,69,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 2162,148,Medium,No,High,Medium,Disagree,Medium,Low,31,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 2163,870,High,Yes,Low,High,Agree,Low,Medium,78,High,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 2164,990,High,Yes,Medium,High,Strongly Agree,Low,Low,15,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 2165,762,High,Yes,Low,Low,Strongly Disagree,Medium,Medium,41,Medium,Medium,Medium,Disagree,High,50.0
Service_ID : 2166,101,Low,Yes,High,Low,Neutral,Medium,High,4,Medium,High,Low,Disagree,High,53.125
Service_ID : 2167,193,Medium,Yes,Medium,Low,Agree,High,High,92,Medium,High,Medium,Agree,Low,82.8125
Service_ID : 2168,970,Low,No,High,Low,Agree,Medium,High,24,High,High,Medium,Neutral,Very High,57.8125
Service_ID : 2169,579,Low,No,Low,Medium,Agree,High,High,87,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 2170,6,Low,Yes,High,High,Neutral,Low,High,18,Low,Low,Low,Agree,Low,62.5
Service_ID : 2171,347,High,Yes,Medium,Medium,Disagree,Medium,Low,48,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 2172,536,Low,No,Medium,High,Agree,High,Medium,66,High,High,Medium,Agree,Medium,76.5625
Service_ID : 2173,88,Low,Yes,High,Medium,Neutral,Medium,Low,4,Medium,Low,Low,Agree,High,50.0
Service_ID : 2174,863,Low,Yes,Low,High,Agree,High,Low,39,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 2175,168,Low,No,High,Medium,Neutral,High,Medium,58,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 2176,711,Low,Yes,Medium,Medium,Strongly Disagree,Low,Low,99,Low,Low,High,Disagree,Low,59.375
Service_ID : 2177,868,High,Yes,Low,Low,Agree,Medium,High,65,High,High,High,Agree,Low,87.5
Service_ID : 2178,337,Low,No,Low,Low,Strongly Disagree,Low,High,43,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 2179,65,Low,No,High,High,Neutral,Low,Low,61,High,Low,Low,Agree,Medium,56.25
Service_ID : 2180,186,High,No,Medium,Medium,Neutral,High,Low,79,High,Low,Low,Agree,Low,62.5
Service_ID : 2181,527,Low,Yes,Medium,Medium,Neutral,Low,High,53,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 2182,313,High,Yes,High,High,Disagree,Medium,Low,22,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 2183,174,Medium,Yes,High,Medium,Strongly Agree,Low,High,22,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 2184,818,Low,Yes,Medium,Medium,Agree,Low,Low,89,Low,Low,High,Disagree,Low,59.375
Service_ID : 2185,241,High,No,High,High,Strongly Disagree,High,Low,3,Low,Low,Low,Neutral,Very High,37.5
Service_ID : 2186,421,High,No,Low,Medium,Neutral,High,High,43,High,High,Medium,Neutral,Medium,70.3125
Service_ID : 2187,486,Low,Yes,Low,Low,Neutral,Low,Low,63,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 2188,38,High,No,High,Medium,Disagree,Medium,Low,82,High,Low,Low,Agree,Low,62.5
Service_ID : 2189,713,Low,No,Medium,Medium,Strongly Agree,Low,Medium,67,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 2190,450,Medium,No,High,Low,Disagree,High,High,6,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 2191,500,Low,Yes,High,Medium,Strongly Agree,Medium,Medium,14,High,Medium,Low,Strongly Agree,Low,76.5625
Service_ID : 2192,382,Medium,Yes,High,High,Strongly Disagree,Low,High,30,High,Low,Low,Agree,Low,62.5
Service_ID : 2193,701,Low,No,Low,Low,Agree,High,Low,14,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 2194,307,Medium,No,Medium,Medium,Strongly Disagree,High,Low,7,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 2195,9,Medium,No,High,Medium,Disagree,Low,Low,12,High,Low,Low,Agree,Very High,43.75
Service_ID : 2196,51,Low,No,High,High,Strongly Agree,Low,Low,93,Medium,Low,Low,Agree,Low,62.5
